Attributes	open	open	open	open	open	open	open	open	open	open	high	high	high	high	high	high	high	high	high	high	low	low	low	low	low	low	low	low	low	low	close	close	close	close	close	close	close	close	close	close	volume	volume	volume	volume	volume	volume	volume	volume	volume	volume
Symbols	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD	MMM	AOS	ABT	ABBV	ACN	ATVI	AYI	ADBE	AAP	AMD
date																																																		
2019-01-07	191.36	44.12	68.19	90.07	140.83	47.24	117.79	229.95	161.68	19.44	192.3	45.35	69.86	90.76	142.37	49.08	119.97	232.6	163.57	20.68	188.66	43.59	68.18	89.2	139.85	47.09	116.46	227.29	156.83	19.0	190.88	44.91	69.13	90.37	141.56	48.5	118.41	229.26	161.14	20.57	2162158	2013476	9502967	7281459	2315636	9112144	401683	3638526	2088323	107157014
2019-01-08	193.0	45.38	69.55	91.2	144.63	49.07	119.63	232.65	162.01	21.19	194.11	46.01	69.64	92.3	146.81	51.11	122.11	233.77	162.95	21.2	189.58	45.12	67.0	90.4	142.69	49.0	117.35	228.33	157.18	19.68	191.68	46.01	68.3	90.79	145.14	49.97	120.54	232.68	160.02	20.75	2479787	2195880	8905171	7478264	2647835	12429131	402967	3685900	1604674	121270986
2019-01-09	193.25	46.36	68.93	90.88	145.26	50.37	125.6	234.01	162.68	20.89	193.94	46.97	69.85	91.39	147.2	51.41	127.72	238.59	165.79	21.44	191.38	46.04	68.8	87.46	145.14	49.91	115.25	232.0	161.23	20.07	192.3	46.65	69.44	87.81	145.87	50.83	117.14	235.43	164.43	20.19	2163815	2743577	6090976	9971898	2181498	7769118	1134852	3594435	1429877	163944073
2019-01-10	190.87	46.55	68.68	87.88	144.66	50.5	116.4	233.77	163.03	19.76	193.81	46.62	69.44	88.88	147.13	51.49	123.94	238.04	165.23	19.83	189.4	45.97	68.45	87.12	144.27	50.09	115.21	231.71	160.76	18.9	193.6	46.55	69.08	88.2	147.02	51.35	122.05	237.77	165.07	19.74	1939317	1405184	8051203	6527679	1836305	6416948	955771	2704960	999051	115629372
2019-01-11	191.84	46.18	68.6	87.54	143.01	46.38	121.22	235.71	164.51	19.47	192.69	46.65	69.36	88.31	147.43	46.84	122.74	239.32	166.43	20.35	190.86	46.11	68.45	87.54	143.01	44.47	119.67	235.23	159.25	19.19	192.21	46.34	69.33	88.31	146.23	46.54	121.73	237.55	159.42	20.27	2360186	1026430	6582976	5318114	2004135	35424571	349036	3179485	1299571	85110766
2019-01-14	190.64	46.35	68.41	86.97	144.78	46.07	121.43	235.33	157.79	19.96	192.83	46.72	68.8	86.97	145.66	47.68	121.95	236.26	159.49	20.62	189.8	45.99	68.13	84.49	144.15	45.82	119.31	231.96	156.69	19.75	192.17	46.4	68.27	84.76	144.93	47.29	121.52	234.56	158.72	20.23	1914426	1167718	5122856	6368939	1484464	10183293	461652	2607012	1307673	71350248
2019-01-15	188.84	46.32	68.41	84.93	145.08	47.33	121.23	237.9	158.62	20.44	190.68	46.71	70.52	85.68	147.5	47.89	121.75	243.93	162.32	20.68	187.86	45.39	68.36	84.45	145.01	46.62	118.81	237.26	158.03	20.26	188.94	46.01	70.47	85.5	146.89	46.84	119.1	242.36	160.28	20.38	2737349	1065493	6306955	7295930	1543778	8190864	359190	3656486	1023677	62785800
2019-01-16	188.51	45.91	70.5	85.66	148.78	46.76	119.1	243.6	160.89	20.4	190.44	46.41	70.76	86.39	149.46	47.38	120.6	244.0	162.46	20.54	188.42	45.67	69.74	85.45	147.72	45.86	117.15	239.68	159.03	19.71	189.48	45.72	69.82	85.55	147.88	47.13	117.34	241.95	162.44	19.73	2492126	2507844	6357264	4926980	2677121	9299813	527135	2885155	1158019	70849266
2019-01-17	188.56	45.49	69.87	85.54	147.24	46.95	116.59	240.13	161.99	19.49	192.9	46.59	70.97	87.69	149.62	47.63	118.98	245.04	167.42	20.51	187.9	45.4	69.77	85.42	147.24	46.41	116.21	238.78	161.5	19.02	191.71	46.48	70.52	87.2	149.12	47.38	118.33	244.4	166.28	20.25	1978891	1106805	5427810	6438679	1814674	7829079	491191	2836201	1455093	85018421
2019-01-18	194.34	46.87	70.99	88.45	150.0	47.89	119.71	247.45	167.23	20.37	196.4	48.13	71.74	89.79	151.4	49.32	121.22	250.68	168.78	21.05	192.36	46.61	70.78	86.92	149.11	47.84	118.61	244.45	163.66	20.02	195.86	48.01	71.42	89.5	150.45	48.65	120.57	247.51	167.61	20.77	2746603	1668933	9404453	6190025	2470548	10563520	374089	3711300	1777270	88130950
2019-01-22	194.22	47.84	70.97	88.86	149.5	48.17	119.55	245.13	166.67	20.48	194.49	47.84	71.67	89.36	150.4	48.17	119.71	245.61	168.42	20.92	190.43	46.85	70.69	87.9	147.91	46.82	115.1	241.19	162.26	19.7	192.26	47.16	71.49	88.66	148.97	47.06	116.14	243.85	164.13	19.76	2709562	1668683	6541557	5664649	1950252	8415887	356732	4155486	1384244	78513667
2019-01-23	192.63	47.44	70.5	88.84	149.86	47.32	116.47	244.91	164.04	20.03	194.0	47.52	71.55	89.28	150.93	47.44	117.48	248.16	166.6	20.48	190.28	46.07	69.27	87.7	147.44	45.63	114.95	240.6	162.16	19.55	192.29	46.48	69.91	88.45	148.42	46.02	115.55	245.14	164.33	19.8	1653006	2191669	10196466	4969576	1989430	8951309	276408	2031718	1207844	77811255
2019-01-24	192.26	46.36	70.0	88.33	148.81	45.94	115.21	245.62	164.5	20.06	193.17	46.85	71.0	88.44	150.31	47.4	118.35	245.98	164.97	21.01	191.51	46.13	69.32	85.1	148.67	45.89	115.21	241.18	155.64	20.04	192.52	46.4	70.86	85.88	150.15	47.27	117.35	242.56	156.31	20.85	1582949	1861242	6438033	8372609	1947456	6007019	246663	3642950	1297964	97433423
2019-01-25	194.72	46.88	71.27	82.51	151.58	47.86	118.61	244.99	156.83	20.99	197.16	47.91	71.77	82.61	152.22	48.39	120.91	247.1	156.83	22.03	194.46	46.83	70.79	79.43	150.96	47.09	118.3	243.43	150.24	20.79	195.9	47.6	71.15	80.54	151.85	47.8	118.79	244.95	153.22	21.93	2320397	2524900	4826904	21348670	1742762	6172512	227782	3821429	1800707	110555157
2019-01-28	193.14	47.04	70.52	80.0	150.72	47.0	117.47	241.0	151.65	20.32	193.45	48.4	70.63	80.1	152.24	47.22	119.13	243.22	155.05	21.01	191.07	46.96	68.89	76.68	150.2	45.96	116.29	239.35	150.05	20.02	193.2	48.2	69.05	77.14	152.24	46.74	118.67	241.85	154.86	20.18	3156986	1937847	5942549	14718799	2046501	8807146	231163	2110409	1311545	135164064
2019-01-29	195.01	47.25	69.09	77.03	152.02	46.36	119.39	241.81	154.15	20.26	199.89	48.7	69.94	78.16	152.41	46.47	119.41	242.87	155.45	20.39	194.2	46.01	68.8	75.77	151.11	45.23	117.45	237.27	151.75	19.05	196.95	47.86	69.69	77.47	152.02	45.73	118.77	238.27	155.39	19.25	4311097	4315684	5981603	13908995	1963230	7722259	233612	1937089	1076241	131202535
2019-01-30	198.22	47.55	69.91	77.69	152.52	46.18	119.74	240.16	156.19	21.49	200.11	47.85	71.8	79.19	154.5	46.32	119.91	243.0	160.2	23.13	194.63	46.53	69.69	76.98	151.84	45.5	117.84	238.87	155.6	21.37	199.27	47.8	71.68	79.06	154.09	46.31	118.49	242.67	159.04	23.09	2168133	2669051	8145312	9277228	1679363	8679559	333944	2483107	1016528	211421150
2019-01-31	198.8	47.67	71.31	78.95	153.5	46.46	118.52	243.0	158.4	23.02	200.89	47.88	73.07	81.31	154.9	47.49	121.97	249.0	160.11	25.14	197.74	47.35	71.14	78.71	153.12	45.98	117.86	243.0	155.78	22.83	200.3	47.86	72.98	80.29	153.55	47.24	120.91	247.82	159.2	24.41	3338363	2014345	10421928	11563935	2115623	10060306	340597	5007179	1586550	182575629
2019-02-01	201.49	48.0	73.02	80.25	154.25	47.19	121.15	247.82	159.9	24.61	201.77	48.53	73.24	80.73	155.22	47.49	122.96	251.04	161.68	24.84	198.29	47.64	71.97	79.11	153.66	45.51	120.83	246.1	158.53	24.07	199.16	48.17	72.36	80.5	154.74	46.01	121.95	247.38	159.04	24.51	2239400	1625572	5016514	6759462	1957430	16662313	344154	3033305	941545	105356175
2019-02-04	199.01	48.13	72.39	80.3	155.0	46.32	121.63	248.56	159.63	24.43	200.26	49.53	72.69	80.36	156.64	47.03	123.31	256.99	161.62	24.66	196.25	48.01	71.71	77.52	154.23	46.07	121.2	248.06	157.76	24.07	200.21	49.27	72.5	78.53	156.55	46.78	122.07	254.74	161.35	24.13	1973572	1645794	5278342	10205647	1666079	10634988	267522	3705123	665612	70843958
2019-02-05	200.72	49.36	72.9	78.56	156.75	46.93	122.27	256.74	162.39	23.42	201.13	49.75	73.29	80.06	157.41	48.09	125.21	258.56	162.98	23.86	199.73	49.13	72.68	78.22	156.55	46.61	122.08	254.01	159.63	22.98	201.12	49.57	73.11	79.69	157.32	47.84	125.03	254.82	161.46	23.31	2036879	1903205	4302414	7965491	1985677	8673346	413764	3041982	932574	122226034
2019-02-06	201.22	49.54	72.9	79.6	157.15	45.0	124.66	255.06	161.38	23.63	203.08	50.2	73.56	79.89	158.03	45.0	127.86	255.93	161.8	24.14	200.25	49.42	72.63	78.79	156.89	42.53	124.66	250.71	156.7	23.22	202.57	49.75	73.49	79.08	157.16	43.0	126.81	254.35	157.22	23.26	1672422	1702065	4851862	4907169	1375103	34619612	544007	2539068	1212387	78684325
2019-02-07	201.02	49.68	72.99	78.35	155.85	43.21	125.96	251.33	160.0	22.99	202.4	50.11	73.06	79.22	156.0	44.33	126.9	254.31	163.26	23.22	198.86	49.08	71.5	77.81	154.19	43.05	123.28	250.28	158.0	22.32	199.84	49.31	72.74	79.17	155.18	43.96	124.54	253.74	163.13	22.67	1949371	1006810	6863650	5877496	2109947	17457019	419474	2099743	1375917	86723886
2019-02-08	199.22	49.12	72.16	79.03	154.15	43.78	123.6	251.39	161.99	22.33	199.85	49.26	73.48	79.86	155.95	43.93	125.7	257.05	163.61	23.28	197.9	48.18	72.12	78.89	154.02	42.88	123.6	250.64	161.12	22.27	199.82	49.26	73.33	79.67	155.59	43.41	125.56	257.0	162.41	23.05	1451833	1214098	6063737	4598892	2300033	19275224	432854	2756758	740699	78129280
2019-02-11	200.93	49.34	73.48	79.89	156.0	43.8	126.02	258.89	162.44	23.05	201.2	49.76	73.84	80.18	157.3	43.8	128.28	259.9	165.35	23.28	199.64	49.08	73.29	79.17	155.02	39.85	125.02	256.19	162.44	22.66	200.91	49.67	73.54	79.77	155.32	40.11	126.94	258.39	165.13	22.96	1513457	760644	4782802	4803522	1410528	44932372	359067	3538128	917477	60578705
2019-02-12	202.87	50.02	73.99	79.99	156.03	40.34	128.12	260.15	165.87	23.43	206.79	50.95	75.23	80.12	157.03	42.24	134.12	262.25	168.54	23.56	202.19	49.87	73.72	78.57	155.64	40.11	127.85	258.67	165.48	22.75	206.57	50.89	75.06	79.93	156.63	41.67	133.79	261.37	167.89	22.82	2622973	1388267	7039987	6620103	1861254	33515116	568359	2518430	1264331	67595405
2019-02-13	207.09	51.03	75.04	80.34	157.0	42.93	134.29	263.13	168.68	22.98	210.4	51.66	75.27	81.32	158.54	45.33	134.91	263.36	169.58	23.24	206.59	50.96	74.06	80.29	156.86	42.84	131.15	259.37	165.63	22.71	209.72	51.42	74.38	80.79	158.03	44.57	132.05	260.23	166.46	22.85	2967332	1272567	5696262	4237241	1952140	51708876	550136	1899835	1104720	57544167
2019-02-14	206.59	50.85	74.08	80.45	157.72	44.09	131.52	259.4	165.92	22.74	207.12	51.49	74.36	80.68	158.84	46.59	132.05	261.71	169.75	23.37	204.05	50.8	73.74	79.72	156.74	43.79	129.54	258.01	164.25	22.59	204.93	51.09	73.97	80.52	157.85	45.43	129.89	260.14	168.74	23.13	2229753	1010524	4864527	3436384	1552961	22540140	487145	1884977	720006	64441243
2019-02-15	206.46	51.39	74.56	81.13	159.08	45.47	130.94	260.34	169.83	23.58	208.97	52.01	75.4	81.7	159.33	45.6	132.36	260.97	170.83	24.05	206.0	51.24	74.33	80.16	158.23	44.14	129.93	258.07	167.67	23.2	208.86	51.64	75.25	80.85	159.23	44.6	131.09	259.45	169.99	23.68	2000378	2207767	8083239	6295419	2395244	17152459	469651	2999236	1379608	78644109
2019-02-19	207.91	51.42	75.16	80.5	158.61	44.45	130.29	258.98	169.93	23.63	209.15	52.23	75.57	81.52	160.1	44.79	131.18	260.06	178.69	24.41	207.39	51.14	74.72	80.23	158.19	43.5	129.05	256.45	166.42	23.61	208.41	51.99	75.0	80.52	159.48	44.48	129.76	257.81	167.14	23.95	1534457	1968922	4503450	5674713	1656522	17261598	275029	3475615	3369166	57517907
2019-02-20	208.93	52.0	74.83	80.53	159.78	44.67	130.12	258.13	166.0	24.14	208.97	52.55	75.57	80.6	160.12	45.56	130.22	260.99	167.03	24.37	207.32	51.91	74.6	79.14	158.43	42.48	127.92	255.92	162.59	23.9	208.53	52.47	75.54	79.99	159.71	42.78	128.57	258.1	166.0	23.95	1879145	1423666	6316696	5564105	1942259	21193170	648732	2484800	1990237	57091617
2019-02-21	208.16	52.4	75.11	79.74	159.58	42.7	128.22	257.3	166.21	24.04	209.11	52.87	75.47	79.91	160.05	42.86	129.22	259.35	166.21	24.33	207.25	52.12	74.66	78.1	158.88	41.67	127.6	255.12	160.2	23.85	207.77	52.61	75.14	78.75	159.53	41.9	128.19	257.76	161.31	23.92	1737687	1423454	5607025	6360817	1835727	16645310	267479	2607433	1616320	49608176
2019-02-22	207.77	52.75	75.35	79.16	160.18	42.0	128.82	257.61	161.31	24.05	209.66	53.23	76.45	80.19	161.83	42.25	130.78	260.24	161.88	24.36	207.15	52.65	75.35	78.24	159.96	41.25	128.28	257.61	158.91	23.88	209.35	53.18	76.13	80.02	161.5	41.5	130.63	258.9	161.47	24.36	1534158	1555544	5296623	5022750	1679308	13074736	391308	2006123	1158044	52650728
2019-02-25	210.47	53.38	76.39	80.46	162.06	41.82	131.48	261.5	162.63	25.01	211.35	53.96	77.05	80.62	162.41	42.21	133.28	262.98	163.32	25.52	210.34	53.32	76.24	79.88	161.53	41.0	131.28	258.18	156.12	24.68	210.58	53.34	76.86	80.29	161.67	41.96	131.63	258.62	157.71	24.71	2183547	2241620	5709577	5511831	1368003	12317055	355742	1815766	1787197	63221028
2019-02-26	210.58	53.21	76.58	80.2	161.62	41.82	130.5	258.0	163.0	24.65	211.59	53.32	77.12	80.86	162.5	42.68	132.21	262.58	165.83	24.72	209.37	52.49	76.38	80.02	161.04	41.72	130.06	256.37	161.48	24.15	209.38	52.78	76.75	80.51	161.34	42.08	131.95	261.22	162.92	24.21	1671310	1628304	5295365	4283285	1526192	9194267	352150	2539030	2112615	48470089
2019-02-27	209.6	52.63	76.45	80.14	160.85	42.06	131.65	259.77	162.59	24.11	209.69	53.08	77.33	80.14	161.26	42.36	131.8	263.08	162.78	24.23	208.16	52.16	76.33	78.8	160.13	41.61	130.2	256.52	156.68	23.21	209.03	52.74	77.23	79.41	160.63	41.79	131.13	262.9	158.3	23.48	1540585	1536400	5706547	4175746	1536250	8494233	356070	2267003	1149847	62649329
2019-02-28	209.05	52.64	77.01	79.46	160.9	41.78	130.72	262.4	156.72	23.21	209.05	52.64	78.06	79.71	162.0	42.35	132.47	266.24	163.77	23.67	206.96	51.82	77.01	78.75	160.39	41.67	129.79	261.76	156.72	23.11	207.39	51.93	77.62	79.24	161.38	42.14	130.12	262.5	161.78	23.53	2121733	1583308	6762751	6310769	2017270	12255195	380892	3810382	1717581	39384901
2019-03-01	208.81	52.55	77.99	79.77	163.0	42.6	131.54	265.75	162.25	23.97	209.76	53.1	78.74	80.85	164.9	43.18	132.73	266.24	163.25	24.19	206.9	52.24	77.68	79.28	162.68	42.18	130.64	261.5	158.05	23.45	207.49	52.58	78.59	80.1	164.2	42.84	132.28	264.01	160.62	23.68	1754444	1989238	5390195	8567978	2227605	9422555	289360	2594052	1398294	48083975
2019-03-04	208.99	52.76	78.84	80.4	164.75	43.06	132.59	266.7	161.92	23.89	209.98	53.07	78.97	80.73	164.92	43.25	133.96	267.0	161.92	24.13	205.74	52.17	77.47	79.11	160.91	41.31	131.43	254.08	156.92	23.01	206.86	52.5	78.62	79.46	162.82	41.79	132.5	258.16	158.4	23.37	1990128	1525796	5962827	5872471	1896316	12128535	419349	2995155	1147198	48147714
2019-03-05	205.58	52.48	78.56	79.38	162.97	41.84	132.34	259.0	158.51	23.34	207.25	52.64	78.91	79.9	163.91	42.0	132.35	259.87	159.82	23.68	203.84	51.96	78.13	78.72	162.52	41.05	129.82	256.37	157.27	23.01	203.84	52.0	78.22	78.91	163.67	41.88	129.9	257.38	157.31	23.5	2744490	1225115	6547585	5933118	1564943	7536834	314678	2101785	863080	35462587
2019-03-06	204.73	52.04	78.11	79.13	164.06	41.95	133.38	257.4	157.82	23.47	204.79	52.38	78.22	79.13	164.06	42.86	133.6	259.49	159.13	23.53	202.76	51.84	77.52	77.56	162.34	41.86	131.19	253.84	156.42	22.4	202.8	51.87	77.7	78.09	162.39	42.56	131.58	256.4	157.97	22.41	1825348	1289660	4182140	5293620	1733268	12535323	345250	1950615	1067992	60479430
2019-03-07	202.56	51.6	77.69	77.77	162.21	42.43	131.39	255.77	157.09	22.33	202.56	51.83	77.95	79.12	162.45	42.47	132.75	257.49	157.31	22.41	198.5	50.51	76.61	77.44	160.78	41.18	129.26	253.29	154.01	21.73	199.86	50.72	76.8	78.24	161.85	41.42	132.36	255.46	154.13	22.08	3339599	1582414	5292759	6642529	1654983	10470559	350209	3185202	940696	52186289
2019-03-08	198.38	50.37	76.35	77.67	161.0	41.01	130.7	251.49	152.85	21.35	201.17	51.0	76.68	78.04	161.81	42.12	131.16	255.02	153.19	22.09	198.0	50.26	75.86	77.09	160.5	40.89	128.62	249.1	150.5	21.04	200.89	50.87	76.63	77.58	161.69	42.03	128.91	254.74	151.77	22.01	1724488	894364	3895353	6189154	1458083	8735175	312897	2195350	1138165	49967725
2019-03-11	201.88	50.8	76.92	77.57	162.48	42.23	129.01	255.98	152.26	22.15	207.16	51.32	77.85	78.31	164.07	43.1	130.64	261.46	155.78	23.08	201.66	50.54	76.7	77.27	161.99	41.99	128.17	255.77	152.08	21.98	207.1	51.15	77.81	78.08	163.94	42.92	130.45	260.96	155.46	22.96	2385314	1634339	4254945	8078356	1240427	9451092	396312	2711658	1047765	54420188
2019-03-12	207.84	51.35	77.99	78.48	164.49	43.07	130.76	261.86	155.62	23.1	208.39	51.73	78.48	79.14	165.82	43.15	131.63	264.75	155.62	23.8	205.38	51.19	77.63	78.05	163.72	42.56	129.88	259.01	152.9	22.78	205.8	51.44	78.24	78.74	163.99	42.63	130.97	263.51	154.87	23.49	2115092	869355	4241270	6128895	2351166	6474860	190219	2583623	871975	56410616
2019-03-13	206.83	51.72	78.67	78.92	164.97	42.83	131.63	265.5	155.25	23.66	207.3	51.78	79.15	79.3	165.28	43.95	133.6	269.8	155.8	24.15	205.63	51.33	78.07	78.15	163.66	42.57	131.04	264.13	153.79	23.35	206.66	51.41	78.62	78.93	164.11	43.7	132.33	264.38	154.7	23.38	2036665	1141723	6479249	5984714	2095157	7774164	303986	3992487	812385	56705777
2019-03-14	206.7	51.3	78.5	79.0	164.46	43.73	131.86	265.26	155.06	23.37	207.45	51.49	79.07	80.4	164.93	43.93	132.27	268.0	155.2	23.49	205.73	50.9	78.14	78.41	164.11	43.23	130.9	263.52	153.04	22.8	207.38	50.97	78.98	79.95	164.82	43.32	131.39	267.69	154.0	22.82	1793356	1307154	5734485	6161823	2270066	7324745	176057	5113443	683410	42818582
2019-03-15	208.4	50.95	79.03	80.06	165.0	44.02	131.67	258.03	153.64	23.1	208.66	51.72	80.15	81.46	167.04	45.11	132.54	260.0	154.99	23.65	206.79	50.95	78.92	79.11	164.9	43.91	130.48	252.03	151.04	23.01	208.08	51.32	79.86	81.34	166.39	44.63	130.75	257.09	154.84	23.29	4394759	3047517	11989434	12751221	3737186	20494107	427273	12110485	1714076	46519912
2019-03-18	208.44	51.43	79.95	81.34	166.75	44.93	130.6	257.11	155.22	23.3	208.6	52.19	79.95	81.75	167.44	45.16	131.81	259.96	162.95	23.62	205.61	51.34	77.97	80.28	165.14	44.12	129.67	253.89	155.08	23.04	208.49	52.1	78.83	80.65	166.43	44.97	130.74	257.76	161.57	23.25	1843555	1196664	7671136	5550380	1592110	11344595	352045	4013389	2116059	34731839
2019-03-19	209.1	52.28	79.18	80.33	167.11	45.61	131.11	259.43	161.44	23.6	210.54	52.62	80.25	81.29	167.63	47.3	131.49	260.64	164.93	26.08	208.31	51.88	79.02	79.51	165.53	45.29	127.84	256.34	161.17	23.59	209.02	52.13	79.96	80.82	166.2	46.42	128.52	260.42	163.42	26.0	2351597	1108834	6048564	6335502	1949569	16098945	407177	4257338	1371618	156052222
2019-03-20	209.0	52.19	79.87	80.72	166.4	46.37	127.18	260.54	164.51	26.49	210.51	52.45	80.43	80.91	167.26	47.09	127.18	262.3	165.62	26.88	207.29	51.51	79.11	80.06	164.81	46.13	121.33	256.17	162.59	25.31	208.3	51.97	79.94	80.43	166.27	46.16	123.02	259.74	164.15	25.7	1734653	1422784	5389124	5360886	2128784	14270416	573654	3732580	875227	151292138
2019-03-21	206.8	51.9	79.45	79.88	165.18	46.08	123.0	259.0	163.83	25.78	210.16	53.34	80.49	81.31	168.92	48.83	125.61	264.34	169.17	28.11	205.97	51.9	79.32	79.26	165.18	45.9	121.55	258.4	163.83	25.71	209.61	52.85	80.06	81.24	168.24	48.6	123.17	264.18	169.07	27.89	2288068	1096752	5899061	5159150	1666372	13972937	542884	2359850	864655	129610272
2019-03-22	208.29	52.69	79.81	80.78	167.8	48.31	122.63	263.47	168.33	27.54	208.49	52.75	80.0	81.99	168.42	48.45	123.84	264.64	168.58	27.75	204.47	51.45	77.69	79.69	165.11	46.28	118.77	259.52	164.72	26.33	204.66	51.74	77.97	79.76	165.24	46.87	118.95	259.69	164.84	26.37	2716057	1007117	7532950	4992843	1602613	11117692	280328	3454012	941630	115323257
2019-03-25	203.46	51.83	77.81	79.5	164.98	46.75	118.68	259.21	165.5	26.29	205.47	52.44	78.67	80.04	165.47	47.55	119.83	263.12	168.95	26.99	202.25	51.6	77.62	78.41	164.0	46.42	117.89	257.1	164.29	25.54	203.21	51.68	78.23	79.51	165.08	46.98	118.48	262.27	167.78	25.97	2020649	988284	3844492	4008385	1769893	6976906	380548	2639365	841102	78438159
2019-03-26	205.0	51.88	78.89	79.85	166.48	47.28	119.08	265.05	167.85	26.69	207.64	52.15	79.51	81.19	167.6	47.88	120.8	267.74	168.9	26.98	204.77	51.47	78.68	79.8	165.94	45.96	117.86	263.84	165.81	25.46	207.24	51.55	79.0	80.76	166.94	46.43	118.81	265.59	168.27	25.69	1895577	1159565	3596361	4922237	1777791	9712040	401493	3150072	961738	75754079
2019-03-27	207.4	51.64	79.0	81.0	167.0	46.29	118.42	265.53	167.96	25.7	207.94	52.1	79.31	81.0	167.8	46.29	120.17	265.97	169.71	25.88	205.13	51.57	77.89	79.8	165.37	45.24	118.42	259.04	166.7	24.55	207.16	51.97	78.73	79.89	166.47	45.52	119.21	262.34	166.89	24.89	2003968	1114183	4101936	4006238	2376173	7813558	429262	2521923	998925	88585265
2019-03-28	208.0	52.25	79.16	80.33	170.92	45.34	119.79	263.5	167.32	25.1	208.74	52.76	79.66	80.49	177.49	45.71	120.7	265.17	168.92	25.56	206.64	52.11	78.72	79.5	170.48	44.87	116.14	260.88	166.66	24.65	208.53	52.52	79.44	79.96	175.12	45.62	119.48	263.53	168.75	25.06	1670590	948939	5675861	3082307	5398714	8347763	544814	2017976	643394	64667453
2019-03-29	209.29	52.89	79.86	80.08	175.3	46.18	120.73	265.47	169.89	25.58	209.5	53.57	79.99	80.9	176.97	46.37	121.41	266.75	171.57	25.73	206.2	52.76	79.11	79.96	174.95	45.01	119.19	264.2	168.6	25.25	207.78	53.32	79.94	80.59	176.02	45.53	120.01	266.49	170.53	25.52	2858396	1612045	5891218	7105873	2773014	6643744	379973	2097589	1856216	53502807
2019-04-01	209.89	53.85	80.67	80.98	175.5	46.5	121.47	269.85	172.79	26.42	212.39	54.59	80.74	81.11	176.52	47.31	123.85	272.39	174.18	26.56	209.26	53.69	79.21	79.97	174.79	46.16	121.0	268.19	171.13	25.83	211.94	53.99	79.66	80.78	176.32	47.12	123.66	272.17	173.63	26.36	2588445	1299829	4841966	4759386	2977921	9233360	413286	2970213	957451	63000322
2019-04-02	212.24	54.08	79.83	80.89	175.83	47.42	123.79	272.89	173.54	26.51	212.7	54.23	79.83	83.49	176.55	47.78	124.21	273.0	173.94	26.8	211.0	53.77	79.07	80.8	174.56	46.2	121.69	267.63	170.93	26.09	212.13	54.05	79.62	83.07	175.37	47.46	123.89	271.35	173.34	26.75	1413493	1030768	3717922	6355966	1923551	9697675	670889	1877939	670555	53358772
2019-04-03	212.95	54.44	79.97	83.62	175.9	47.75	128.34	273.71	174.08	28.02	213.93	54.9	80.0	84.73	177.39	48.6	137.72	274.18	174.8	29.95	212.44	54.1	79.15	82.79	175.48	47.4	128.12	270.98	171.42	27.88	213.13	54.5	79.5	83.08	177.19	47.65	134.79	271.5	171.69	29.02	1569956	1065515	3973665	6083634	2481837	9741796	2113264	2432780	847225	197650478
2019-04-04	213.5	54.46	79.47	83.04	177.19	47.68	135.46	270.98	172.14	28.88	215.27	55.15	79.51	83.38	177.44	47.82	136.94	271.47	174.41	29.39	212.33	54.46	78.0	82.07	175.86	46.58	132.32	263.72	171.58	28.61	215.03	54.82	78.62	82.81	177.16	46.96	136.85	267.89	174.0	29.09	1560926	879411	4671176	4827927	2270157	6941803	897945	2947386	1213816	82191092
